Player_Pairs,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country
DM de Silva & TM Dilshan,1,0,9,9,9,0,0,Sri Lanka
ST de Silva & AD Mathews,2,0,9,8,4.5,0,0,Sri Lanka
MD Gunathilaka & AD Mathews,1,0,9,9,9,0,0,Sri Lanka
CU Jayasinghe & KMDN Kulasekara,1,0,9,9,9,0,0,Sri Lanka
CU Jayasinghe & NLTC Perera,2,1,9,7,9,0,0,Sri Lanka
GSNFG Jayasuriya & AD Mathews,2,0,9,7,4.5,0,0,Sri Lanka
SHT Kandamby & AD Mathews,1,0,9,9,9,0,0,Sri Lanka
CK Kapugedera & HDRL Thirimanne,1,0,9,9,9,0,0,Sri Lanka
KMDN Kulasekara & SMSM Senanayake,2,1,9,5*,9,0,0,Sri Lanka
MF Maharoof & K Weeraratne,1,0,9,9,9,0,0,Sri Lanka
BMAJ Mendis & MDKJ Perera,1,0,9,9,9,0,0,Sri Lanka
MDKJ Perera & HDRL Thirimanne,1,0,9,9,9,0,0,Sri Lanka
A Dananjaya & MDKJ Perera,1,0,8,8,8,0,0,Sri Lanka
TM Dilshan & RJMGM Rupasinghe,1,0,8,8,8,0,0,Sri Lanka
GSNFG Jayasuriya & CK Kapugedera,1,0,8,8,8,0,0,Sri Lanka
GSNFG Jayasuriya & MDKJ Perera,1,0,8,8,8,0,0,Sri Lanka
BAW Mendis & KC Sangakkara,1,1,8,8*,-,0,0,Sri Lanka
BMAJ Mendis & EMDY Munaweera,1,0,8,8,8,0,0,Sri Lanka
BMAJ Mendis & NLTC Perera,3,1,8,6*,4,0,0,Sri Lanka
BMAJ Mendis & WU Tharanga,1,1,8,8*,-,0,0,Sri Lanka
SS Pathirana & ML Udawatte,1,0,8,8,8,0,0,Sri Lanka
CAK Rajitha & TAM Siriwardana,1,1,8,8*,-,0,0,Sri Lanka
PVD Chameera & CK Kapugedera,1,1,7,7*,-,0,0,Sri Lanka
LD Chandimal & MF Maharoof,1,0,7,7,7,0,0,Sri Lanka
DM de Silva & BKG Mendis,1,0,7,7,7,0,0,Sri Lanka
TM Dilshan & SHT Kandamby,1,0,7,7,7,0,0,Sri Lanka
DAS Gunaratne & AD Mathews,1,0,7,7,7,0,0,Sri Lanka
CU Jayasinghe & S Randiv,1,0,7,7,7,0,0,Sri Lanka
CU Jayasinghe & BAW Mendis,1,0,7,7,7,0,0,Sri Lanka
ST Jayasuriya & SL Malinga,1,1,7,7*,-,0,0,Sri Lanka
DPMD Jayawardene & WU Tharanga,1,0,7,7,7,0,0,Sri Lanka
AD Mathews & M Muralitharan,1,0,7,7,7,0,0,Sri Lanka
SMA Priyanjan & ML Udawatte,1,0,7,7,7,0,0,Sri Lanka
DM de Silva & KDK Vithanage,1,0,6,6,6,0,0,Sri Lanka
MD Gunathilaka & GSNFG Jayasuriya,1,0,6,6,6,0,0,Sri Lanka
MD Gunathilaka & ML Udawatte,1,0,6,6,6,0,0,Sri Lanka
DPMD Jayawardene & MDK Perera,1,0,6,6,6,0,0,Sri Lanka
RAS Lakmal & SMSM Senanayake,2,1,6,3*,6,0,0,Sri Lanka
BMAJ Mendis & HDRL Thirimanne,1,1,6,6*,-,0,0,Sri Lanka
MD Shanaka & I Udana,1,0,6,6,6,0,0,Sri Lanka
LD Chandimal & A Dananjaya,1,0,5,5,5,0,0,Sri Lanka
A Dananjaya & I Udana,1,1,5,5*,-,0,0,Sri Lanka
HMRKB Herath & BAW Mendis,1,1,5,5*,-,0,0,Sri Lanka
HMRKB Herath & NLTC Perera,1,0,5,5,5,0,0,Sri Lanka
KMDN Kulasekara & HDRL Thirimanne,1,0,5,5,5,0,0,Sri Lanka
RAS Lakmal & MD Shanaka,2,0,5,5,2.5,0,0,Sri Lanka
RAS Lakmal & JDF Vandersay,1,1,5,5*,-,0,0,Sri Lanka
BKG Mendis & BMAJ Mendis,1,0,5,5,5,0,0,Sri Lanka
MDKJ Perera & MD Shanaka,3,0,5,3,1.66,0,0,Sri Lanka
SMA Priyanjan & JRMVB Sanjaya,1,1,5,5*,-,0,0,Sri Lanka
SMSM Senanayake & TAM Siriwardana,2,0,5,3,2.5,0,0,Sri Lanka
PVD Chameera & SL Malinga,1,0,4,4,4,0,0,Sri Lanka
LD Chandimal & BMAJ Mendis,1,0,4,4,4,0,0,Sri Lanka
N Dickwella & MD Gunathilaka,1,0,4,4,4,0,0,Sri Lanka
DPMD Jayawardene & EMDY Munaweera,1,0,4,4,4,0,0,Sri Lanka
CK Kapugedera & SS Pathirana,1,0,4,4,4,0,0,Sri Lanka
AD Mathews & KDK Vithanage,1,0,4,4,4,0,0,Sri Lanka
S Samarawickrama & WU Tharanga,1,0,4,4,4,0,0,Sri Lanka
KC Sangakkara & SMSM Senanayake,1,0,4,4,4,0,0,Sri Lanka
HMCM Bandara & LPC Silva,1,0,3,3,3,0,0,Sri Lanka
TM Dilshan & G Wijekoon,1,0,3,3,3,0,0,Sri Lanka
HMRKB Herath & SMSM Senanayake,1,0,3,3,3,0,0,Sri Lanka
GSNFG Jayasuriya & NLTC Perera,1,0,3,3,3,0,0,Sri Lanka
KMDN Kulasekara & K Weeraratne,1,0,3,3,3,0,0,Sri Lanka
AD Mathews & SMSM Senanayake,1,0,3,3,3,0,0,Sri Lanka
BAW Mendis & UWMBCA Welegedara,1,0,3,3,3,0,0,Sri Lanka
S Prasanna & I Udana,2,0,3,2,1.5,0,0,Sri Lanka
KC Sangakkara & I Udana,1,0,3,3,3,0,0,Sri Lanka
PVD Chameera & N Pradeep,1,0,2,2,2,0,0,Sri Lanka
A Dananjaya & S Samarawickrama,1,0,2,2,2,0,0,Sri Lanka
N Dickwella & TM Dilshan,1,0,2,2,2,0,0,Sri Lanka
N Pradeep & MVT Fernando,1,0,2,2,2,0,0,Sri Lanka
CRD Fernando & PDRL Perera,1,0,2,2,2,0,0,Sri Lanka
CRD Fernando & K Weeraratne,1,1,2,2*,-,0,0,Sri Lanka
MD Gunathilaka & S Prasanna,2,0,2,1,1,0,0,Sri Lanka
HMRKB Herath & KMDN Kulasekara,1,0,2,2,2,0,0,Sri Lanka
HMRKB Herath & AD Mathews,1,0,2,2,2,0,0,Sri Lanka
KMDN Kulasekara & M Muralitharan,1,0,2,2,2,0,0,Sri Lanka
SL Malinga & AD Mathews,1,1,2,2*,-,0,0,Sri Lanka
BKG Mendis & MD Shanaka,1,0,2,2,2,0,0,Sri Lanka
EMDY Munaweera & NLTC Perera,1,0,2,2,2,0,0,Sri Lanka
M Muralitharan & T Thushara,1,0,2,2,2,0,0,Sri Lanka
SS Pathirana & SMA Priyanjan,1,0,2,2,2,0,0,Sri Lanka
T Thushara & K Weeraratne,1,0,2,2,2,0,0,Sri Lanka
PVD Chameera & NLTC Perera,1,0,1,1,1,0,0,Sri Lanka
PVD Chameera & JDF Vandersay,1,1,1,1*,-,0,0,Sri Lanka
A Dananjaya & SL Malinga,1,0,1,1,1,0,0,Sri Lanka
PC de Silva & S Samarawickrama,1,0,1,1,1,0,0,Sri Lanka
N Pradeep & RAS Lakmal,1,1,1,1*,-,0,0,Sri Lanka
CRD Fernando & WPUJC Vaas,1,1,1,1*,-,0,0,Sri Lanka
SHT Kandamby & HGJM Kulatunga,1,0,1,1,1,0,0,Sri Lanka
CK Kapugedera & JDF Vandersay,1,0,1,1,1,0,0,Sri Lanka
KS Lokuarachchi & AD Mathews,1,0,1,1,1,0,0,Sri Lanka
SL Malinga & M Muralitharan,1,0,1,1,1,0,0,Sri Lanka
SL Malinga & MDK Perera,1,0,1,1,1,0,0,Sri Lanka
SL Malinga & PADLR Sandakan,1,0,1,1,1,0,0,Sri Lanka
SL Malinga & T Thushara,1,0,1,1,1,0,0,Sri Lanka
BAW Mendis & MDK Perera,1,0,1,1,1,0,0,Sri Lanka
NLTC Perera & WU Tharanga,1,0,1,1,1,0,0,Sri Lanka
CAK Rajitha & SMSM Senanayake,1,1,1,1*,-,0,0,Sri Lanka
JRMVB Sanjaya & I Udana,1,1,1,1*,-,0,0,Sri Lanka
MA Aponso & NLTC Perera,1,0,0,0,0,0,0,Sri Lanka
HMCM Bandara & SL Malinga,1,1,0,0*,-,0,0,Sri Lanka
KMC Bandara & N Pradeep,1,0,0,0,0,0,0,Sri Lanka
PVD Chameera & RAS Lakmal,1,0,0,0,0,0,0,Sri Lanka
PVD Chameera & TAM Siriwardana,1,0,0,0,0,0,0,Sri Lanka
LD Chandimal & SL Malinga,1,0,0,0,0,0,0,Sri Lanka
DM de Silva & NLTC Perera,2,0,0,0,0,0,0,Sri Lanka
TM Dilshan & KMDN Kulasekara,1,0,0,0,0,0,0,Sri Lanka
TM Dilshan & MD Shanaka,1,0,0,0,0,0,0,Sri Lanka
RMS Eranga & SL Malinga,1,0,0,0,0,0,0,Sri Lanka
CRD Fernando & BAW Mendis,1,0,0,0,0,0,0,Sri Lanka
HMRKB Herath & SL Malinga,2,0,0,0,0,0,0,Sri Lanka
CU Jayasinghe & SL Malinga,1,0,0,0,0,0,0,Sri Lanka
ST Jayasuriya & AD Mathews,1,0,0,0,0,0,0,Sri Lanka
SHT Kandamby & KMDN Kulasekara,1,0,0,0,0,0,0,Sri Lanka
MF Maharoof & J Mubarak,1,0,0,0,0,0,0,Sri Lanka
SL Malinga & PDRL Perera,1,0,0,0,0,0,0,Sri Lanka
SL Malinga & KC Sangakkara,1,0,0,0,0,0,0,Sri Lanka
AD Mathews & K Weeraratne,1,0,0,0,0,0,0,Sri Lanka
SS Pathirana & MD Shanaka,2,0,0,0,0,0,0,Sri Lanka
MDKJ Perera & KDK Vithanage,1,0,0,0,0,0,0,Sri Lanka
NLTC Perera & JDF Vandersay,1,0,0,0,0,0,0,Sri Lanka
SMA Priyanjan & MD Shanaka,1,0,0,0,0,0,0,Sri Lanka
H Masakadza & V Sibanda,19,0,601,101,31.63,1,5,Zimbabwe
CJ Chibhabha & H Masakadza,19,0,505,89,26.57,0,3,Zimbabwe
H Masakadza & BRM Taylor,21,0,445,74,21.19,0,3,Zimbabwe
CJ Chibhabha & BRM Taylor,8,0,213,107,26.62,1,0,Zimbabwe
V Sibanda & BRM Taylor,5,0,205,74,41,0,1,Zimbabwe
E Chigumbura & T Taibu,6,0,185,53,30.83,0,1,Zimbabwe
H Masakadza & MN Waller,6,0,173,61,28.83,0,1,Zimbabwe
H Masakadza & SF Mire,7,0,155,52,22.14,0,1,Zimbabwe
Sikandar Raza & SC Williams,8,0,155,60,19.37,0,1,Zimbabwe
E Chigumbura & BRM Taylor,7,2,153,79*,30.6,0,1,Zimbabwe
H Masakadza & T Taibu,5,0,148,62,29.6,0,1,Zimbabwe
H Masakadza & Sikandar Raza,8,0,139,28,17.37,0,0,Zimbabwe
E Chigumbura & SC Williams,8,0,138,32,17.25,0,0,Zimbabwe
CJ Chibhabha & Sikandar Raza,4,0,136,100,34,1,0,Zimbabwe
CR Ervine & MN Waller,3,0,134,67,44.66,0,2,Zimbabwe
BRM Taylor & SC Williams,5,0,128,39,25.6,0,0,Zimbabwe
Sikandar Raza & MN Waller,3,0,124,56,41.33,0,1,Zimbabwe
MN Waller & SC Williams,3,0,124,74,41.33,0,1,Zimbabwe
SF Mire & TK Musakanda,3,0,122,64,40.66,0,1,Zimbabwe
H Masakadza & SC Williams,4,0,120,54,30,0,1,Zimbabwe
E Chigumbura & T Maruma,4,2,118,55*,59,0,1,Zimbabwe
H Masakadza & R Mutumbami,4,0,117,80,29.25,0,1,Zimbabwe
V Sibanda & SC Williams,5,0,114,68,22.8,0,1,Zimbabwe
H Masakadza & PJ Moor,4,0,110,77,27.5,0,1,Zimbabwe
PJ Moor & MN Waller,4,1,109,37,36.33,0,0,Zimbabwe
R Mutumbami & SC Williams,5,0,109,55,21.8,0,1,Zimbabwe
E Chigumbura & MN Waller,8,1,106,37,15.14,0,0,Zimbabwe
E Chigumbura & H Masakadza,7,1,101,31*,16.83,0,0,Zimbabwe
E Chigumbura & R Mutumbami,3,0,97,60,32.33,0,1,Zimbabwe
CR Ervine & H Masakadza,5,0,90,35,18,0,0,Zimbabwe
H Masakadza & S Matsikenyeri,3,0,87,76,29,0,1,Zimbabwe
T Taibu & BRM Taylor,5,1,79,43,19.75,0,0,Zimbabwe
CK Coventry & T Taibu,3,0,78,43,26,0,0,Zimbabwe
R Mutumbami & V Sibanda,4,0,72,35,18,0,0,Zimbabwe
E Chigumbura & AG Cremer,5,0,71,24,14.2,0,0,Zimbabwe
CJ Chibhabha & E Chigumbura,4,0,70,57,17.5,0,1,Zimbabwe
E Chigumbura & Sikandar Raza,3,0,70,42,23.33,0,0,Zimbabwe
PJ Moor & SC Williams,3,0,70,37,23.33,0,0,Zimbabwe
LM Jongwe & MN Waller,3,0,68,55,22.66,0,1,Zimbabwe
SF Mire & PJ Moor,1,0,68,68,68,0,1,Zimbabwe
H Masakadza & C Zhuwao,3,0,67,62,22.33,0,1,Zimbabwe
CJ Chibhabha & SC Williams,2,0,62,37,31,0,0,Zimbabwe
V Sibanda & MN Waller,1,0,61,61,61,0,1,Zimbabwe
CR Ervine & SC Williams,2,0,58,30,29,0,0,Zimbabwe
CJ Chibhabha & V Sibanda,3,0,57,28,19,0,0,Zimbabwe
RP Burl & Sikandar Raza,2,0,56,53,28,0,1,Zimbabwe
H Masakadza & P Utseya,2,1,56,33,56,0,0,Zimbabwe
B Mavuta & PJ Moor,1,0,53,53,53,0,1,Zimbabwe
E Chigumbura & SW Masakadza,3,1,49,29,24.5,0,0,Zimbabwe
SF Mire & C Zhuwao,2,0,49,49,24.5,0,0,Zimbabwe
CJ Chibhabha & CR Ervine,3,0,46,27,15.33,0,0,Zimbabwe
E Chigumbura & CR Ervine,7,0,45,15,6.42,0,0,Zimbabwe
CR Ervine & P Utseya,3,0,44,22,14.66,0,0,Zimbabwe
CJ Chibhabha & SF Mire,2,0,43,42,21.5,0,0,Zimbabwe
CK Coventry & H Masakadza,3,0,42,33,14,0,0,Zimbabwe
KM Dabengwa & T Taibu,3,1,42,18*,21,0,0,Zimbabwe
T Taibu & P Utseya,2,1,42,27*,42,0,0,Zimbabwe
CJ Chibhabha & F Mutizwa,1,0,41,41,41,0,0,Zimbabwe
E Chigumbura & N Madziva,1,1,40,40*,-,0,0,Zimbabwe
CK Coventry & BRM Taylor,2,0,40,25,20,0,0,Zimbabwe
GA Lamb & H Masakadza,1,0,40,40,40,0,0,Zimbabwe
BRM Taylor & MN Waller,2,1,40,21,40,0,0,Zimbabwe
E Chigumbura & TK Musakanda,2,0,39,24,19.5,0,0,Zimbabwe
CJ Chibhabha & T Taibu,4,0,38,16,9.5,0,0,Zimbabwe
N Madziva & MN Waller,3,0,38,24,12.66,0,0,Zimbabwe
E Chigumbura & WP Masakadza,2,0,37,19,18.5,0,0,Zimbabwe
CR Ervine & S Matsikenyeri,1,0,35,35,35,0,0,Zimbabwe
S Matsikenyeri & BRM Taylor,2,0,35,20,17.5,0,0,Zimbabwe
RW Chakabva & CR Ervine,2,0,33,25,16.5,0,0,Zimbabwe
E Chigumbura & PJ Moor,4,0,33,18,8.25,0,0,Zimbabwe
Sikandar Raza & BRM Taylor,3,0,33,18,11,0,0,Zimbabwe
CJ Chibhabha & MN Waller,1,0,31,31,31,0,0,Zimbabwe
E Chigumbura & V Sibanda,2,0,31,29,15.5,0,0,Zimbabwe
E Chigumbura & P Utseya,1,0,31,31,31,0,0,Zimbabwe
E Chigumbura & CK Coventry,3,0,30,15,10,0,0,Zimbabwe
CJ Chibhabha & CK Coventry,2,0,28,28,14,0,0,Zimbabwe
F Mutizwa & BRM Taylor,1,0,28,28,28,0,0,Zimbabwe
CR Ervine & Sikandar Raza,2,0,27,14,13.5,0,0,Zimbabwe
N Madziva & P Utseya,1,1,26,26*,-,0,0,Zimbabwe
CT Mutombodzi & MN Waller,1,1,26,26*,-,0,0,Zimbabwe
KM Dabengwa & SC Williams,1,0,25,25,25,0,0,Zimbabwe
SF Mire & MN Waller,1,0,25,25,25,0,0,Zimbabwe
S Matsikenyeri & T Taibu,2,0,24,17,12,0,0,Zimbabwe
F Mutizwa & MN Waller,1,0,24,24,24,0,0,Zimbabwe
AM Blignaut & H Masakadza,1,0,22,22,22,0,0,Zimbabwe
T Maruma & BRM Taylor,1,0,22,22,22,0,0,Zimbabwe
E Chigumbura & KO Meth,1,0,21,21,21,0,0,Zimbabwe
AG Cremer & CR Ervine,2,0,21,12,10.5,0,0,Zimbabwe
SW Masakadza & Sikandar Raza,1,0,21,21,21,0,0,Zimbabwe
AG Cremer & N Madziva,2,1,20,18*,20,0,0,Zimbabwe
WP Masakadza & T Panyangara,1,0,20,20,20,0,0,Zimbabwe
E Chigumbura & LM Jongwe,2,0,19,13,9.5,0,0,Zimbabwe
LM Jongwe & SC Williams,1,0,19,19,19,0,0,Zimbabwe
V Sibanda & Sikandar Raza,2,0,19,10,9.5,0,0,Zimbabwe
TL Chatara & MN Waller,1,0,18,18,18,0,0,Zimbabwe
CK Coventry & KM Dabengwa,1,1,18,18*,-,0,0,Zimbabwe
CR Ervine & LM Jongwe,1,0,18,18,18,0,0,Zimbabwe
TS Chisoro & B Mavuta,1,1,17,17*,-,0,0,Zimbabwe
B Muzarabani & MN Waller,1,1,17,17*,-,0,0,Zimbabwe
AG Cremer & WP Masakadza,1,0,16,16,16,0,0,Zimbabwe
KM Jarvis & RW Price,2,1,16,16*,16,0,0,Zimbabwe
AG Cremer & P Utseya,2,0,15,8,7.5,0,0,Zimbabwe
T Maruma & T Taibu,2,0,15,12,7.5,0,0,Zimbabwe
RP Burl & TK Musakanda,1,0,14,14,14,0,0,Zimbabwe
TS Chisoro & MN Waller,1,0,14,14,14,0,0,Zimbabwe
H Masakadza & TK Musakanda,1,0,14,14,14,0,0,Zimbabwe
RP Burl & CB Mpofu,1,0,13,13,13,0,0,Zimbabwe
RP Burl & MN Waller,1,0,13,13,13,0,0,Zimbabwe
E Chigumbura & CT Mutombodzi,1,0,13,13,13,0,0,Zimbabwe
E Chigumbura & T Panyangara,1,1,13,13*,-,0,0,Zimbabwe
TS Chisoro & PJ Moor,2,0,12,7,6,0,0,Zimbabwe
GA Lamb & T Taibu,1,1,12,12*,-,0,0,Zimbabwe
N Madziva & WP Masakadza,1,1,12,12*,-,0,0,Zimbabwe
RW Chakabva & Sikandar Raza,2,0,11,7,5.5,0,0,Zimbabwe
H Masakadza & F Mutizwa,1,0,11,11,11,0,0,Zimbabwe
SW Masakadza & P Utseya,2,0,11,11,5.5,0,0,Zimbabwe
PJ Moor & Sikandar Raza,2,0,11,9,5.5,0,0,Zimbabwe
RP Burl & TS Chisoro,2,0,10,7,5,0,0,Zimbabwe
CJ Chibhabha & P Utseya,1,0,10,10,10,0,0,Zimbabwe
TS Chisoro & DT Tiripano,1,0,10,10,10,0,0,Zimbabwe
GA Lamb & T Maruma,1,0,10,10,10,0,0,Zimbabwe
GA Lamb & RW Price,1,0,10,10,10,0,0,Zimbabwe
CB Mpofu & P Utseya,2,1,10,10*,10,0,0,Zimbabwe
R Mutumbami & MN Waller,2,1,10,7*,10,0,0,Zimbabwe
T Taibu & MN Waller,1,0,10,10,10,0,0,Zimbabwe
TL Chatara & T Panyangara,1,0,9,9,9,0,0,Zimbabwe
WP Masakadza & B Mavuta,1,0,9,9,9,0,0,Zimbabwe
CB Mpofu & RW Price,1,0,9,9,9,0,0,Zimbabwe
T Mupariwa & T Taibu,2,1,9,9*,9,0,0,Zimbabwe
T Mupariwa & P Utseya,1,0,9,9,9,0,0,Zimbabwe
V Sibanda & C Zhuwao,1,0,9,9,9,0,0,Zimbabwe
RP Burl & PJ Moor,1,0,8,8,8,0,0,Zimbabwe
TS Chisoro & AG Cremer,2,0,8,4,4,0,0,Zimbabwe
AG Cremer & Sikandar Raza,1,0,8,8,8,0,0,Zimbabwe
AG Cremer & DT Tiripano,1,0,8,8,8,0,0,Zimbabwe
B Muzarabani & J Nyumbu,2,1,8,7*,8,0,0,Zimbabwe
T Muzarabani & DT Tiripano,1,1,8,8*,-,0,0,Zimbabwe
CK Coventry & SC Williams,1,1,7,7*,-,0,0,Zimbabwe
PJ Moor & TK Musakanda,1,0,7,7,7,0,0,Zimbabwe
CB Mpofu & BV Vitori,1,0,7,7,7,0,0,Zimbabwe
E Chigumbura & KM Dabengwa,1,0,6,6,6,0,0,Zimbabwe
AG Cremer & LM Jongwe,1,0,6,6,6,0,0,Zimbabwe
AG Cremer & T Taibu,1,1,6,6*,-,0,0,Zimbabwe
AG Cremer & BV Vitori,1,0,6,6,6,0,0,Zimbabwe
T Maruma & V Sibanda,1,1,6,6*,-,0,0,Zimbabwe
RW Chakabva & T Maruma,1,0,5,5,5,0,0,Zimbabwe
TS Chisoro & T Panyangara,1,0,5,5,5,0,0,Zimbabwe
AG Cremer & MN Waller,2,1,5,3*,5,0,0,Zimbabwe
WP Masakadza & Sikandar Raza,1,0,5,5,5,0,0,Zimbabwe
F Mutizwa & P Utseya,1,0,5,5,5,0,0,Zimbabwe
CT Mutombodzi & P Utseya,1,0,5,5,5,0,0,Zimbabwe
BRM Taylor & C Zhuwao,1,0,5,5,5,0,0,Zimbabwe
RW Chakabva & SC Williams,2,0,4,4,2,0,0,Zimbabwe
E Chigumbura & SF Mire,1,0,4,4,4,0,0,Zimbabwe
AG Cremer & R Mutumbami,1,1,4,4*,-,0,0,Zimbabwe
KM Jarvis & N M'shangwe,1,1,4,4*,-,0,0,Zimbabwe
KM Jarvis & MN Waller,1,0,4,4,4,0,0,Zimbabwe
CB Mpofu & EC Rainsford,1,1,4,4*,-,0,0,Zimbabwe
RW Price & T Taibu,2,0,4,2,2,0,0,Zimbabwe
BRM Taylor & P Utseya,1,0,4,4,4,0,0,Zimbabwe
RP Burl & E Chigumbura,1,0,3,3,3,0,0,Zimbabwe
RP Burl & AG Cremer,1,0,3,3,3,0,0,Zimbabwe
CJ Chibhabha & S Matsikenyeri,2,0,3,3,1.5,0,0,Zimbabwe
KM Dabengwa & ML Nkala,1,0,3,3,3,0,0,Zimbabwe
KM Jarvis & PJ Moor,1,0,3,3,3,0,0,Zimbabwe
LM Jongwe & H Masakadza,1,0,3,3,3,0,0,Zimbabwe
N Madziva & PJ Moor,1,0,3,3,3,0,0,Zimbabwe
H Masakadza & CT Mutombodzi,1,0,3,3,3,0,0,Zimbabwe
WP Masakadza & DT Tiripano,1,0,3,3,3,0,0,Zimbabwe
PJ Moor & V Sibanda,1,0,3,3,3,0,0,Zimbabwe
N M'shangwe & P Utseya,2,0,3,2,1.5,0,0,Zimbabwe
RW Price & P Utseya,4,1,3,2,1,0,0,Zimbabwe
P Utseya & MN Waller,1,0,3,3,3,0,0,Zimbabwe
AM Blignaut & E Chigumbura,1,0,2,2,2,0,0,Zimbabwe
GB Brent & ML Nkala,1,0,2,2,2,0,0,Zimbabwe
GB Brent & P Utseya,1,0,2,2,2,0,0,Zimbabwe
RP Burl & B Muzarabani,1,0,2,2,2,0,0,Zimbabwe
CJ Chibhabha & T Maruma,1,0,2,2,2,0,0,Zimbabwe
E Chigumbura & DT Tiripano,1,0,2,2,2,0,0,Zimbabwe
CK Coventry & Sikandar Raza,1,0,2,2,2,0,0,Zimbabwe
AG Cremer & PJ Moor,2,1,2,1*,2,0,0,Zimbabwe
CR Ervine & GA Lamb,2,0,2,1,1,0,0,Zimbabwe
CR Ervine & RW Price,1,0,2,2,2,0,0,Zimbabwe
AJ Ireland & P Utseya,1,1,2,2*,-,0,0,Zimbabwe
T Maruma & P Utseya,1,0,2,2,2,0,0,Zimbabwe
KO Meth & RW Price,1,1,2,2*,-,0,0,Zimbabwe
TK Musakanda & BRM Taylor,2,0,2,2,1,0,0,Zimbabwe
T Panyangara & P Utseya,2,1,2,2*,2,0,0,Zimbabwe
T Panyangara & BV Vitori,1,1,2,2*,-,0,0,Zimbabwe
EC Rainsford & P Utseya,1,0,2,2,2,0,0,Zimbabwe
CJ Chibhabha & R Mutumbami,1,1,1,1*,-,0,0,Zimbabwe
CJ Chibhabha & C Zhuwao,1,0,1,1,1,0,0,Zimbabwe
AG Cremer & GA Lamb,1,0,1,1,1,0,0,Zimbabwe
AG Cremer & SC Williams,1,1,1,1*,-,0,0,Zimbabwe
KM Dabengwa & P Utseya,1,1,1,1*,-,0,0,Zimbabwe
CR Ervine & R Mutumbami,1,0,1,1,1,0,0,Zimbabwe
SW Masakadza & T Taibu,1,0,1,1,1,0,0,Zimbabwe
KO Meth & P Utseya,1,0,1,1,1,0,0,Zimbabwe
SF Mire & DT Tiripano,1,0,1,1,1,0,0,Zimbabwe
CB Mpofu & B Muzarabani,1,0,1,1,1,0,0,Zimbabwe
CT Mutombodzi & Sikandar Raza,1,0,1,1,1,0,0,Zimbabwe
RW Chakabva & BRM Taylor,1,0,0,0,0,0,0,Zimbabwe
CJ Chibhabha & CT Mutombodzi,1,0,0,0,0,0,0,Zimbabwe
E Chigumbura & S Matsikenyeri,1,0,0,0,0,0,0,Zimbabwe
CK Coventry & CR Ervine,1,0,0,0,0,0,0,Zimbabwe
AG Cremer & KM Jarvis,1,0,0,0,0,0,0,Zimbabwe
KM Jarvis & P Utseya,1,0,0,0,0,0,0,Zimbabwe
LM Jongwe & Sikandar Raza,1,0,0,0,0,0,0,Zimbabwe
GA Lamb & P Utseya,1,0,0,0,0,0,0,Zimbabwe
B Mavuta & SF Mire,1,0,0,0,0,0,0,Zimbabwe
PJ Moor & CB Mpofu,1,0,0,0,0,0,0,Zimbabwe
PJ Moor & CT Mutombodzi,1,0,0,0,0,0,0,Zimbabwe
SJ Myburgh & MR Swart,17,0,446,97,26.23,0,3,Netherlands
BN Cooper & MR Swart,6,0,346,131,57.66,1,3,Netherlands
W Barresi & SJ Myburgh,13,0,286,53,22,0,2,Netherlands
W Barresi & BN Cooper,8,1,271,82,38.71,0,3,Netherlands
W Barresi & MR Swart,12,1,269,80*,24.45,0,3,Netherlands
PW Borren & TLW Cooper,7,0,201,60,28.71,0,2,Netherlands
AN Kervezee & ES Szwarczynski,4,0,195,72,48.75,0,3,Netherlands
PW Borren & SJ Myburgh,5,0,180,91,36,0,1,Netherlands
W Barresi & MJG Rippon,4,1,151,93,50.33,0,1,Netherlands
W Barresi & PW Borren,6,0,147,77,24.5,0,1,Netherlands
PW Borren & MR Swart,6,0,134,39,22.33,0,0,Netherlands
W Barresi & TLW Cooper,5,0,131,61,26.2,0,1,Netherlands
MP O'Dowd & TP Visee,5,0,121,43,24.2,0,0,Netherlands
PW Borren & RE van der Merwe,4,1,119,70,39.66,0,1,Netherlands
BN Cooper & TLW Cooper,5,2,105,52,35,0,1,Netherlands
RN ten Doeschate & DLS van Bunge,8,1,104,37,14.85,0,0,Netherlands
TLW Cooper & AN Kervezee,3,0,99,55,33,0,1,Netherlands
Mudassar Bukhari & TLW Cooper,5,1,96,53*,24,0,1,Netherlands
PW Borren & BN Cooper,5,1,94,39*,23.5,0,0,Netherlands
TLW Cooper & MR Swart,4,0,94,51,23.5,0,1,Netherlands
PW Borren & RN ten Doeschate,6,1,75,27*,15,0,0,Netherlands
W Barresi & AN Kervezee,3,0,69,32,23,0,0,Netherlands
ES Szwarczynski & B Zuiderent,2,0,68,39,34,0,0,Netherlands
W Barresi & MP O'Dowd,3,0,67,38,22.33,0,0,Netherlands
SJ Myburgh & MJG Rippon,2,1,67,63*,67,0,1,Netherlands
BFW de Leede & PM Seelaar,1,0,64,64,64,0,1,Netherlands
RN ten Doeschate & B Zuiderent,2,0,63,37,31.5,0,0,Netherlands
SA Edwards & MJG Rippon,1,1,61,61*,-,0,1,Netherlands
AN Kervezee & B Zuiderent,2,0,58,29,29,0,0,Netherlands
MJG Rippon & RE van der Merwe,2,1,58,56*,58,0,1,Netherlands
